"Site","Date","sample_id","FlowRate","cov2_conc","BCoV","BCoVConc","capacity_mgd","composite_freq","concentration_method","conductivity","county","do","epaid","equiv_sewage_amt","extraction_method","inhibition_adjust","inhibition_detect","inhibition_method","lod_ref","n1_lod","n1_loq","n1_ntc_amplify","n1_num_no_target_control","n1_num_ntc_amplify","N1","N1Error","n1_sars_cov2_lod","n1_sars_cov2_units","n2_lod","n2_loq","n2_ntc_amplify","n2_num_no_target_control","n2_num_ntc_amplify","N2","N2Error","n2_sars_cov2_lod","n2_sars_cov2_units","pcr_type","ph","PMMoV","Pop","quant_stan_ref","quant_stan_type","sample_collect_time","sample_location","sample_location_specify","sample_matrix","sample_type","state","temperature","RepDate","tss","wwtp_comments","zipcode","analytical_comments","unformatted_collectdate","mycustomer","AVG","wt"
"Rhinelander",2021-09-07,"581998001",0.781,475588,14.437,4.53224,2.21,"24hr-FWCmp","filtMgCl2",NA,"Oneida",NA,"WI0020044",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,536774,28113,NA,"Gene copies/L",1e+05,220000,"N",3,NA,414402,13467,"No","Gene copies/L","qPCR",7.4,19220416,7800,"IDT","DNA-plasm","0.40625","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",4,NA,NA,NA,"54501",NA,"44446","355660",471635.7,2
"Marshfield",2021-09-07,"582002001",2.379,8954,0.001,4.53224,4.63,"24hr-FWCmp","filtMgCl2",NA,"Wood","5.7","WI0021024",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,14649,6335,NA,"Gene copies/L",1e+05,220000,"N",3,NA,3259,2023,"Yes","Gene copies/L","qPCR",6.9,146381371,19316,"IDT","DNA-plasm","0.32291666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",18.8,NA,NA,NA,"54449",NA,"44446","355660",6909.493,2
"Appleton",2021-09-07,"582003001",10.3,62963,1.006,4.53224,15.5,"24hr-FWCmp","filtMgCl2",NA,"Outagamie",NA,"WI0023221",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,61457,19138,NA,"Gene copies/L",66000,140000,"N",3,NA,64469,7319,"Yes","Gene copies/L","qPCR",7.2,14736602,74832,"IDT","DNA-plasm",NA,"influent",NA,"Influent (Untreated Waste H2O)","composite","WI",20.3,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54914",NA,"44446","355660",62944.99,2
"Janesville",2021-09-04,"582007001",9.13,193756,1.141,4.53224,16.1,"24hr-FWCmp","filtMgCl2",NA,"Rock",NA,"WI0030350",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,269069,26004,NA,"Gene copies/L",66000,140000,"N",3,NA,118443,24654,"No","Gene copies/L","qPCR",7.69,9424137,63500,"IDT","DNA-plasm","0.30208333333333331","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53548",NA,"44443","355660",178519.9,2
"Baraboo",2021-09-07,"582009001",1.36,152443,0.192,4.53224,2.53,"24hr-FWCmp","filtMgCl2",NA,"Sauk",NA,"WI0020605",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,185795,21443,NA,"Gene copies/L",66000,140000,"N",3,NA,119091,12342,"No","Gene copies/L","qPCR",NA,11857637,14000,"IDT","DNA-plasm","0.31041666666666667","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53913",NA,"44446","355660",148749.8,2
"Sheboygan",2021-09-07,"582010001",9.29,262868,4.623,4.53224,18.4,"24hr-FWCmp","filtMgCl2",NA,"Sheboygan",NA,"WI0025411",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,259940,9427,NA,"Gene copies/L",66000,140000,"N",3,NA,265796,27814,"No","Gene copies/L","qPCR",7.6,18658352,75000,"IDT","DNA-plasm","0.25","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",20.56,NA,NA,NA,"53081",NA,"44446","355660",262851.7,2
"Peshtigo",2021-09-07,"582012001",0.581,293793,9.989,4.53224,4.2,"24hr-FWCmp","filtMgCl2",NA,"Marinette","3.8","WI0030651",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,246362,4525,NA,"Gene copies/L",66000,140000,"N",3,NA,341224,12655,"No","Gene copies/L","qPCR",7.5,4650502,4000,"IDT","DNA-plasm","0.33333333333333331","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",19.3,NA,NA,NA,"54157",NA,"44446","355660",289939,2
"Clintonville",2021-09-03,"582014001",0.782,450002,1.276,4.53224,0.679,"24hr-FWCmp","filtMgCl2",NA,"Waupaca",NA,"WI0021466",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,494172,127495,NA,"Gene copies/L",66000,140000,"N",3,NA,405832,38864,"No","Gene copies/L","qPCR",7.8,3588804,4455,"IDT","DNA-plasm","0.29166666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"SAMPLE FROZEN Sample frozen upon receipt; Results approximate.","54929",NA,"44442","355660",447829,2
"Clintonville",2021-09-07,"582017001",0.712,397585,4.432,4.53224,0.679,"24hr-FWCmp","filtMgCl2",NA,"Waupaca",NA,"WI0021466",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,461130,91157,NA,"Gene copies/L",66000,140000,"N",3,NA,334040,16077,"No","Gene copies/L","qPCR",7.9,4042800,4455,"IDT","DNA-plasm","0.29166666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"ICE CHUNKS ICE CHUNKS","54929",NA,"44446","355660",392474,2
"Rib Lake",2021-09-07,"582335001",0.074,356555,6.061,4.53224,0.5,"24hr-FWCmp","filtMgCl2",NA,"Taylor","2.56","WI0029017",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,375038,33419,NA,"Gene copies/L",66000,140000,"N",3,NA,338072,34327,"No","Gene copies/L","qPCR",7.89,4731845,386,"IDT","DNA-plasm","0.41666666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",10.9,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54470",NA,"44446","355660",356075.6,2
"Eau Claire",2021-09-03,"582337001",8.43,452335,1.965,4.53224,12,"24hr-FWCmp","filtMgCl2",1170,"Eau Claire","4.93","WI0023850",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,546403,100990,NA,"Gene copies/L",66000,140000,"N",3,NA,358268,14922,"No","Gene copies/L","qPCR",7.55,17504151,75000,"IDT","DNA-plasm","0.29166666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",21.7,NA,NA,NA,"54703",NA,"44442","355660",442446.3,2
"Eau Claire",2021-09-07,"582340001",7.66,879417,4.206,4.53224,12,"24hr-FWCmp","filtMgCl2",1114,"Eau Claire","4.79","WI0023850",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,965889,92495,NA,"Gene copies/L",1e+05,220000,"N",3,NA,792945,51379,"No","Gene copies/L","qPCR",7.64,12776975,75000,"IDT","DNA-plasm","0.29166666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",21.1,NA,NA,NA,"54703",NA,"44446","355660",875155.3,2
"Kenosha",2021-09-07,"582341001",16.08,336355,1.968,4.53224,28,"24hr-FWCmp","filtMgCl2",1033,"Kenosha",NA,"WI0028703",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,338250,31941,NA,"Gene copies/L",66000,140000,"N",3,NA,334460,46837,"No","Gene copies/L","qPCR",7.5,20415593,122000,"IDT","DNA-plasm",NA,"influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"53143",NA,"44446","355660",336349.7,2
"Kenosha",2021-09-03,"582342001",17.31,316978,4,4.53224,28,"24hr-FWCmp","filtMgCl2",1226,"Kenosha",NA,"WI0028703",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,315995,35900,NA,"Gene copies/L",66000,140000,"N",3,NA,317960,10045,"No","Gene copies/L","qPCR",7.5,9387404,122000,"IDT","DNA-plasm",NA,"influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"53143",NA,"44442","355660",316976,2
"Whitewater",2021-09-08,"582343001",1.101,95095,0.67,4.53224,3.65,"24hr-FWCmp","filtMgCl2",1230,"Walworth","3.53","WI0020001",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,104091,7100,NA,"Gene copies/L",66000,140000,"N",3,NA,86099,6819,"No","Gene copies/L","qPCR",7.72,28866049,14000,"IDT","DNA-plasm","0.30069444444444443","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",8.2,NA,NA,NA,"53190",NA,"44447","355660",94668.53,2
"Platteville",2021-09-08,"582344001",0.968,631929,2.349,4.53224,3,"24hr-FWCmp","filtMgCl2",NA,"Grant",NA,"WI0020435",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,605033,10461,NA,"Gene copies/L",66000,140000,"N",3,NA,658826,9128,"No","Gene copies/L","qPCR",7.76,8290307,14000,"IDT","DNA-plasm","0.25","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",17.12,NA,NA,NA,"53818",NA,"44447","355660",631356.8,2
"Portage",2021-09-08,"582392001",1.597,293503,3.299,4.53224,2.102,"24hr-FWCmp","filtMgCl2",NA,"Columbia","0.25","WI0020427",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,330200,36296,NA,"Gene copies/L",66000,140000,"N",3,NA,256806,26153,"No","Gene copies/L","qPCR",7.8,133385495,10693,"IDT","DNA-plasm","0.30208333333333331","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",18.33,NA,NA,NA,"53901",NA,"44447","355660",291199.8,2
"Keshena",2021-09-08,"582393001",0.1133,237560,1.42,4.53224,0.35,"24hr-FWCmp","filtMgCl2",NA,"Menominee","1.05","WI0071315",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,212579,20984,NA,"Gene copies/L",66000,140000,"N",3,NA,262541,12504,"No","Gene copies/L","qPCR",6.99,6892502,2500,"IDT","DNA-plasm","0.40972222222222227","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",15.2,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54135",NA,"44447","355660",236242.9,2
"Madison",2021-09-08,"582394001",36.85,457890,3.111,4.53224,56,"24hr-FWCmp","filtMgCl2",NA,"Dane",NA,"WI0024597",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,432922,55332,NA,"Gene copies/L",1e+05,220000,"N",3,NA,482857,37132,"No","Gene copies/L","qPCR",7.8,30943532,380000,"IDT","DNA-plasm",NA,"influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"53713",NA,"44447","355660",457208.3,2
"Madison",2021-09-09,"582398001",34.87,172316,1.176,4.53224,56,"24hr-FWCmp","filtMgCl2",NA,"Dane",NA,"WI0024597",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,139546,7109,NA,"Gene copies/L",1e+05,220000,"N",3,NA,205087,7088,"No","Gene copies/L","qPCR",7.72,26800214,380000,"IDT","DNA-plasm",NA,"influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"53713",NA,"44448","355660",169171.7,2
"MMSD-P2",2021-09-09,"582400001",6.06,328148,4.06,4.53224,56,"24hr-FWCmp","filtMgCl2",NA,"Dane",NA,"WI0024597",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,326679,72206,NA,"Gene copies/L",1e+05,220000,"N",3,NA,329616,13526,"No","Gene copies/L","qPCR",NA,35857156,380000,"IDT","DNA-plasm",NA,"upstream","P2-Central","Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"53713",NA,"44448","355660",328144.2,2
"MMSD-P7",2021-09-09,"582401001",3.26,127715,4.05,4.53224,56,"24hr-FWCmp","filtMgCl2",NA,"Dane",NA,"WI0024597",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,155180,22756,NA,"Gene copies/L",1e+05,220000,"N",3,NA,100250,14142,"Yes","Gene copies/L","qPCR",NA,51773808,380000,"IDT","DNA-plasm",NA,"upstream","P7-Southeast","Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"25ML FILTERED 25ML FILTERED","53713",NA,"44448","355660",124726.9,2
"MMSD-P8",2021-09-09,"582403001",6.53,127197,2.022,4.53224,56,"24hr-FWCmp","filtMgCl2",NA,"Dane",NA,"WI0024597",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,108466,32323,NA,"Gene copies/L",1e+05,220000,"N",3,NA,145928,12565,"No","Gene copies/L","qPCR",NA,21817944,380000,"IDT","DNA-plasm",NA,"upstream","P8-West","Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"53713",NA,"44448","355660",125810.3,2
"MMSD-P11",2021-09-09,"582405001",8.33,347686,5.799,4.53224,56,"24hr-FWCmp","filtMgCl2",NA,"Dane",NA,"WI0024597",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,379248,22772,NA,"Gene copies/L",1e+05,220000,"N",3,NA,316124,38900,"No","Gene copies/L","qPCR",NA,26438390,380000,"IDT","DNA-plasm",NA,"upstream","P11-Southwest","Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"53713",NA,"44448","355660",346250.5,2
"MMSD-P18",2021-09-09,"582406001",10.69,240347,2.229,4.53224,56,"24hr-FWCmp","filtMgCl2",NA,"Dane",NA,"WI0024597",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,266621,60130,NA,"Gene copies/L",1e+05,220000,"N",3,NA,214073,9818,"No","Gene copies/L","qPCR",NA,19808215,380000,"IDT","DNA-plasm",NA,"upstream","P18-Norhteast","Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"53713",NA,"44448","355660",238906.6,2
"Sun Prairie",2021-09-09,"582447001",3.061,158855,0.609,4.53224,6.2,"24hr-FWCmp","filtMgCl2",NA,"Dane",NA,"WI0020478",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,172235,39247,NA,"Gene copies/L",66000,140000,"N",3,NA,145475,3276,"No","Gene copies/L","qPCR",7.86,25092308,34926,"IDT","DNA-plasm","0.2722222222222222","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",20.4,NA,NA,NA,"53590",NA,"44448","355660",158290.5,2
"Oconomowoc",2021-09-09,"582629001",2.758,485464,1.436,4.53224,4.02,"24hr-FWCmp","filtMgCl2",NA,"Waukesha","0.82","WI0021181",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,465868,38220,NA,"Gene copies/L",66000,140000,"N",3,NA,505060,26084,"No","Gene copies/L","qPCR",7.8,20423747,34135,"IDT","DNA-plasm","0.3263888888888889","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",10.6,NA,NA,NA,"53066",NA,"44448","355660",485068.3,2
"Marinette",2021-09-09,"582630001",1.74,610888,4.095,4.53224,7.8,"24hr-FWCmp","filtMgCl2",NA,"Marinette",NA,"WI0026182",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,638924,81121,NA,"Gene copies/L",66000,140000,"N",3,NA,582852,33543,"No","Gene copies/L","qPCR",NA,17374550,10608,"IDT","DNA-plasm","0.29166666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"54143",NA,"44448","355660",610244.3,2
"Viroqua",2021-09-09,"582632001",0.279,39030,0.531,4.53224,0.535,"24hr-FWCmp","filtMgCl2",NA,"Vernon",NA,"WI0021920",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,42345,4971,NA,"Gene copies/L",66000,140000,"N",3,NA,35715,9962,"Yes","Gene copies/L","qPCR",7.97,17684260,4335,"IDT","DNA-plasm","0.3527777777777778","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"54665",NA,"44448","355660",38888.97,2
"La Crosse",2021-09-09,"582633001",9.9,172757,1.489,4.53224,20,"24hr-FWCmp","filtMgCl2",NA,"La Crosse",NA,"WI0029581",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,159329,16435,NA,"Gene copies/L",66000,140000,"N",3,NA,186185,30326,"No","Gene copies/L","qPCR",7.45,11114826,85000,"IDT","DNA-plasm","0.29166666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"54601",NA,"44448","355660",172234.3,2
"Marshfield",2021-09-09,"582634001",2.524,3363,0.005,4.53224,4.63,"24hr-FWCmp","filtMgCl2",NA,"Wood","5.5","WI0021024",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,4097,4097,NA,"Gene copies/L",1e+05,220000,"N",3,NA,2630,-1,"Yes","Gene copies/L","qPCR",6.9,20957692,19316,"IDT","DNA-plasm","0.32291666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",19.2,NA,NA,NA,"54449",NA,"44448","355660",3282.546,2
"Hayward",2021-09-09,"582635001",0.273304,203176,2.289,4.53224,0.772,"24hr-FWCmp","filtMgCl2",NA,"Sawyer",NA,"WI0021121",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,184449,41436,NA,"Gene copies/L",1e+05,220000,"N",3,NA,221902,27897,"No","Gene copies/L","qPCR",NA,20389446,2375,"IDT","DNA-plasm","0.30208333333333331","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"54843",NA,"44448","355660",202310.7,2
"Oshkosh",2021-09-09,"582636001",12.337,477244,3.976,4.53224,20,"24hr-FWCmp","filtMgCl2",NA,"Winnebago",NA,"WI0025038",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,514392,39686,NA,"Gene copies/L",66000,140000,"N",3,NA,440095,9849,"No","Gene copies/L","qPCR",7.9,16086889,67000,"IDT","DNA-plasm","0.29166666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54902",NA,"44448","355660",475795.5,2
"Baraboo",2021-09-09,"582638001",1.38,223465,1.65,4.53224,2.53,"24hr-FWCmp","filtMgCl2",NA,"Sauk",NA,"WI0020605",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,223380,42700,NA,"Gene copies/L",66000,140000,"N",3,NA,223550,18567,"No","Gene copies/L","qPCR",NA,15325007,14000,"IDT","DNA-plasm","0.31180555555555556","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53913",NA,"44448","355660",223465,2
"BlackRiverFallsWWTP",2021-09-09,"582643001",0.502,94457,7.062,4.53224,1.5,"24hr-FWCmp","filtMgCl2",NA,"Jackson",NA,"WI0021954",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,102041,8781,NA,"Gene copies/L",66000,140000,"N",3,NA,86873,9970,"No","Gene copies/L","qPCR",7,9579421,5200,"IDT","DNA-plasm","0.33333333333333331","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,"SAMPLE FROZEN Sample frozen upon receipt; Results approximate.","54615",NA,"44448","355660",94152.05,2
"Manitowoc",2021-09-09,"582647001",8.607,131423,5.036,4.53224,15.5,"24hr-FWCmp","filtMgCl2",NA,"Manitowoc",NA,"WI0024601",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,123846,26736,NA,"Gene copies/L",66000,140000,"N",3,NA,139001,25025,"No","Gene copies/L","qPCR",7.4,8437633,34450,"IDT","DNA-plasm","0.5","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",20.6,NA,NA,NA,"54220",NA,"44448","355660",131204.9,2
"Monroe",2021-09-09,"582650001",1.784,1207,NA,4.53224,3.7,"24hr-FWCmp","filtMgCl2",NA,"Green",NA,"WI0020362",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,NA,-1,NA,"Gene copies/L",1e+05,220000,"N",3,NA,2414,-1,"Yes","Gene copies/L","qPCR",7.66,16315268,10800,"IDT","DNA-plasm","0.29166666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"53566",NA,"44448","355660",2414,1
"Rib Lake",2021-09-09,"582652001",0.072,209385,4.327,4.53224,0.5,"24hr-FWCmp","filtMgCl2",NA,"Taylor","3.61","WI0029017",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,212537,12435,NA,"Gene copies/L",66000,140000,"N",3,NA,206234,13848,"No","Gene copies/L","qPCR",7.72,6648518,386,"IDT","DNA-plasm","0.39583333333333331","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",10.9,NA,NA,NA,"54470",NA,"44448","355660",209361.8,2
"Appleton",2021-09-10,"582935001",9.9,83762,0.722,4.53224,15.5,"24hr-FWCmp","filtMgCl2",NA,"Outagamie",NA,"WI0023221",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,84651,21690,NA,"Gene copies/L",66000,140000,"N",3,NA,82872,9410,"No","Gene copies/L","qPCR",7.3,167380248,74832,"IDT","DNA-plasm",NA,"influent",NA,"Influent (Untreated Waste H2O)","composite","WI",20.6,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54914",NA,"44449","355660",83756.78,2
"Eau Claire",2021-09-10,"582938001",7.94,414886,3.809,4.53224,12,"24hr-FWCmp","filtMgCl2",1143,"Eau Claire","4.6399999999999997","WI0023850",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,528795,46789,NA,"Gene copies/L",1e+05,220000,"N",3,NA,300977,36746,"No","Gene copies/L","qPCR",7.73,17179838,75000,"IDT","DNA-plasm","0.29166666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",21.1,NA,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54703",NA,"44449","355660",398942.5,2
"Hudson",2021-09-10,"582950001",1.501,47186,0.016,4.53224,2.2,"24hr-FWCmp","filtMgCl2",NA,"Saint Croix","5.56","WI0024279",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,45435,575,NA,"Gene copies/L",66000,140000,"N",3,NA,48938,3023,"Yes","Gene copies/L","qPCR",7.6,9648107,19680,"IDT","DNA-plasm","0.29166666666666669","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",11,NA,NA,"SAMPLE FROZEN Sample frozen upon receipt; Results approximate.","54016",NA,"44449","355660",47153.98,2
"SpencerWWTF",2021-09-13,"582953001",0.3031,444724,0.941,4.53224,0.52,"24hr-FWCmp","filtMgCl2",NA,"Marathon",NA,"WI0021521",1,"PromegaHT","No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,439252,52429,NA,"Gene copies/L",66000,140000,"N",3,NA,450196,5268,"No","Gene copies/L","qPCR",7.83,3226972,2000,"IDT","DNA-plasm","0.34583333333333338","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"54479",NA,"44452","355660",444690.3,2
"Wausau",2021-09-11,"582955001",4.79,422809,4.15,4.53224,8.2,"24hr-FWCmp","filtMgCl2",NA,"Marathon",NA,"WI0025739",0.75,"PromegaHT","No","No","BRSV-RNA","Klymus19",53000,170000,"N",3,NA,459884,31698,NA,"Gene copies/L",87000,180000,"N",3,NA,385733,13893,"No","Gene copies/L","qPCR",NA,13259661,42000,"IDT","DNA-plasm","0.33333333333333331","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"54401",NA,"44450","355660",421179.8,2
"WI Rapids",2021-09-10,"582956001",4.031,233511,4.57,4.53224,5.27,"24hr-FWCmp","filtMgCl2",NA,"Wood",NA,"WI0025844",0.75,"PromegaHT","No","No","BRSV-RNA","Klymus19",53000,170000,"N",3,NA,249063,15354,NA,"Gene copies/L",87000,180000,"N",3,NA,217960,29992,"No","Gene copies/L","qPCR",7,5862854,20000,"IDT","DNA-plasm","0.33333333333333331","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"54494",NA,"44449","355660",232993.1,2
"Madison",2021-09-10,"583014001",35.71,163864,0.359,4.53224,56,"24hr-FWCmp","filtMgCl2",NA,"Dane",NA,"WI0024597",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,170266,20223,NA,"Gene copies/L",1e+05,220000,"N",3,NA,157461,14671,"No","Gene copies/L","qPCR",7.77,42668823,380000,"IDT","DNA-plasm",NA,"influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"53713",NA,"44449","355660",163738.4,2
"Madison",2021-09-12,"583017001",34.92,225852,1.948,4.53224,56,"24hr-FWCmp","filtMgCl2",NA,"Dane",NA,"WI0024597",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,219112,29109,NA,"Gene copies/L",1e+05,220000,"N",3,NA,232591,38526,"No","Gene copies/L","qPCR",7.63,14230596,380000,"IDT","DNA-plasm",NA,"influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"53713",NA,"44451","355660",225750.9,2
"Madison",2021-09-13,"583021001",35.15,201323,1.008,4.53224,56,"24hr-FWCmp","filtMgCl2",NA,"Dane",NA,"WI0024597",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,205525,63043,NA,"Gene copies/L",1e+05,220000,"N",3,NA,197121,32930,"No","Gene copies/L","qPCR",7.66,29637174,380000,"IDT","DNA-plasm",NA,"influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"53713",NA,"44452","355660",201279.1,2
"Madison",2021-09-14,"583022001",41.12,360735,1.787,4.53224,56,"24hr-FWCmp","filtMgCl2",NA,"Dane",NA,"WI0024597",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,385539,67683,NA,"Gene copies/L",1e+05,220000,"N",3,NA,335932,17372,"No","Gene copies/L","qPCR",7.86,37490733,380000,"IDT","DNA-plasm",NA,"influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"53713",NA,"44453","355660",359881.8,2
"MMSD-P2",2021-09-13,"583023001",6.14,131922,0.291,4.53224,56,"24hr-FWCmp","filtMgCl2",NA,"Dane",NA,"WI0024597",0.625,"PromegaHT","No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,125414,27111,NA,"Gene copies/L",1e+05,220000,"N",3,NA,138429,11757,"No","Gene copies/L","qPCR",NA,61157672,380000,"IDT","DNA-plasm",NA,"upstream","P2-Central","Influent (Untreated Waste H2O)","composite","WI",NA,NA,NA,NA,"53713",NA,"44452","355660",131760.9,2
