"Site","Date","sample_id","FlowRate","Cov1_below_lod","cov2_conc","BCoV","BCoVConc","bod","capacity_mgd","composite_freq","concentration_method","conductivity","county","do","epaid","equiv_sewage_amt","extraction_method","hf183_conc","inhibition_adjust","inhibition_detect","inhibition_method","lod_ref","n1_lod","n1_loq","n1_ntc_amplify","n1_num_no_target_control","n1_num_ntc_amplify","N1","N1Error","n1_sars_cov2_lod","n1_sars_cov2_units","n2_lod","n2_loq","n2_ntc_amplify","n2_num_no_target_control","n2_num_ntc_amplify","N2","N2Error","n2_sars_cov2_lod","n2_sars_cov2_units","pcr_type","ph","PMMoV","Pop","quant_stan_ref","quant_stan_type","sample_collect_time","sample_location","sample_location_specify","sample_matrix","sample_type","state","temperature","RepDate","tss","wwtp_comments","zipcode","analytical_comments","unformatted_collectdate","mycustomer","AVG","wt"
"Lac du Flambeau",2021-06-08,"565830001",0.108,NA,3272,0.787,4.556207,NA,0.19,"24hr-TWCmp","filtMgCl2",646,"Vilas",NA,"WI0036498",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,6544,4013,NA,"Gene copies/L",66000,140000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",7.19,18963161,3400,"IDT","DNA-plasm","09:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",17,2021-06-10 10:00:00,NA,NA,"54538",NA,"44355.375","355660",6544,1
"Rib Lake",2021-06-08,"565837001",0.092,NA,13563,4.486,4.556207,NA,0.5,"24hr-FWCmp","filtMgCl2",537,"Taylor","2.33","WI0029017",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,18838,7544,NA,"Gene copies/L",66000,140000,"N",3,NA,8288,3738,"Yes","Gene copies/L","qPCR",7.48,14664502,386,"IDT","DNA-plasm","10:30","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",4.5,2021-06-10 10:00:00,NA,NA,"54470",NA,"44355.4375","355660",12495.17,2
"Sheboygan",2021-06-08,"565838001",9.758,NA,18014,1.643,4.556207,NA,18.4,"24hr-FWCmp","filtMgCl2",866,"Sheboygan",NA,"WI0025411",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,29311,7472,NA,"Gene copies/L",66000,140000,"N",3,NA,6716,1669,"Yes","Gene copies/L","qPCR",7.6,41840686,75000,"IDT","DNA-plasm","06:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",-6.35,2021-06-10 10:00:00,NA,NA,"53081",NA,"44355.25","355660",14030.42,2
"Mondovi",2021-06-08,"565839001",0.197,NA,69611,2.358,4.556207,NA,0.3,"24hr-FWCmp","filtMgCl2",567,"Buffalo",NA,"WI0020591",0.625,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,75452,5169,NA,"Gene copies/L",1e+05,220000,"N",3,NA,63771,22750,"Yes","Gene copies/L","qPCR",7.2,62041033,2800,"IDT","DNA-plasm","08:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-10 10:00:00,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54755",NA,"44355.333333333336","355660",69366.05,2
"Hartford",2021-06-08,"565840001",1.67,NA,NA,0.454,4.556207,NA,3.6,"24hr-FWCmp","filtMgCl2",2396,"Washington",NA,"WI0020192",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,NA,-1,NA,"Gene copies/L",66000,140000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",7.58,2113457,15200,"IDT","DNA-plasm","08:15","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-10 10:00:00,NA,NA,"53027",NA,"44355.34375","355660",NA,0
"Hayward",2021-06-08,"565841001",0.268017,NA,33836,0.32,4.556207,NA,0.772,"24hr-FWCmp","filtMgCl2",1146,"Sawyer",NA,"WI0021121",0.625,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,34097,15125,NA,"Gene copies/L",1e+05,220000,"N",3,NA,33575,13918,"Yes","Gene copies/L","qPCR",7,38950771,2375,"IDT","DNA-plasm","07:30","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-17 10:00:00,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54843",NA,"44355.3125","355660",33834.99,2
"Merrill",2021-06-08,"565842001",1.128,NA,74102,3.939,4.556207,NA,3.06,"24hr-FWCmp","filtMgCl2",513,"Lincoln",NA,"WI0020150",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,75598,11973,NA,"Gene copies/L",66000,140000,"N",3,NA,72607,14270,"No","Gene copies/L","qPCR",7.53,13881294,10000,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-10 10:00:00,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54452",NA,"44355.291666666664","355660",74087.41,2
"Lake Geneva",2021-06-08,"565852001",1.039,NA,14011,9.364,4.556207,NA,2.5,"24hr-FWCmp","filtMgCl2",1898,"Walworth","1.24","WI0021130",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,17353,9903,NA,"Gene copies/L",66000,140000,"N",3,NA,10668,5735,"Yes","Gene copies/L","qPCR",7.76,21444455,8000,"IDT","DNA-plasm","07:15","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",13.4,2021-06-10 10:00:00,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53147",NA,"44355.302083333336","355660",13605.95,2
"Baraboo",2021-06-08,"565853001",1.77,NA,5930,2.395,4.556207,NA,2.53,"24hr-FWCmp","filtMgCl2",1175,"Sauk",NA,"WI0020605",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,5180,3173,NA,"Gene copies/L",66000,140000,"N",3,NA,6680,4093,"Yes","Gene copies/L","qPCR",7,25680880,14000,"IDT","DNA-plasm","07:18","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-10 10:00:00,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53913",NA,"44355.304166666669","355660",5882.38,2
"Oconomowoc",2021-06-08,"565854001",2.787,NA,29769,1.765,4.556207,NA,4.02,"24hr-FWCmp","filtMgCl2",1713,"Waukesha","2.39","WI0021181",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,23500,860,NA,"Gene copies/L",66000,140000,"N",3,NA,36038,17968,"Yes","Gene copies/L","qPCR",7.7,24049498,34135,"IDT","DNA-plasm","07:45","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",12.2,2021-06-10 10:00:00,NA,NA,"53066",NA,"44355.322916666664","355660",29101.43,2
"Menomonie",2021-06-08,"565855001",1.346,NA,23945,7.121,4.556207,NA,2.88,"24hr-FWCmp","filtMgCl2",1304,"Dunn",NA,"WI0024708",0.625,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,25702,16062,NA,"Gene copies/L",1e+05,220000,"N",3,NA,22189,-1,"Yes","Gene copies/L","qPCR",7.6,17344643,16000,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-17 10:00:00,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54751",NA,"44355.291666666664","355660",23880.99,2
"Rhinelander",2021-06-08,"565856001",0.881,NA,19090,0.815,4.556207,NA,2.21,"24hr-FWCmp","filtMgCl2",737,"Oneida",NA,"WI0020044",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,11204,5352,NA,"Gene copies/L",66000,140000,"N",3,NA,26976,9599,"Yes","Gene copies/L","qPCR",7.13,31348541,7800,"IDT","DNA-plasm","09:36","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",3.5,2021-06-14 10:00:00,NA,NA,"54501",NA,"44355.4","355660",17385.03,2
"WI Rapids",2021-06-08,"565863001",2.95,NA,80638,12.042,4.556207,NA,5.27,"24hr-FWCmp","filtMgCl2",773,"Wood",NA,"WI0025844",0.625,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,68513,3480,NA,"Gene copies/L",1e+05,220000,"N",3,NA,92763,9749,"Yes","Gene copies/L","qPCR",607,20153711,20000,"IDT","DNA-plasm","07:30","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-10 10:00:00,NA,NA,"54494",NA,"44355.3125","355660",79721.21,2
"Chippewa Falls",2021-06-08,"565866001",2.4,NA,99180,5.189,4.556207,NA,4.5,"24hr-FWCmp","filtMgCl2",1022,"Chippewa",NA,"WI0023604",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,109620,23885,NA,"Gene copies/L",66000,140000,"N",3,NA,88740,23378,"No","Gene copies/L","qPCR",6.8,10794996,13000,"IDT","DNA-plasm","07:30","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",10,2021-06-17 10:00:00,NA,NA,"54729-2175",NA,"44355.3125","355660",98629,2
"Marshfield",2021-06-08,"565876001",2.459,NA,32781,0.946,4.556207,NA,4.63,"24hr-FWCmp","filtMgCl2",1382,"Wood","5.2","WI0021024",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,33763,8973,NA,"Gene copies/L",66000,140000,"N",3,NA,31800,7412,"Yes","Gene copies/L","qPCR",7,16363295,19316,"IDT","DNA-plasm","07:15","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",16.5,2021-06-10 10:00:00,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54449",NA,"44355.302083333336","355660",32766.8,2
"Janesville",2021-06-08,"565878001",10.95,NA,22362,1.852,4.556207,NA,16.1,"24hr-FWCmp","filtMgCl2",1577,"Rock",NA,"WI0030350",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,19505,12231,NA,"Gene copies/L",66000,140000,"N",3,NA,25219,9002,"Yes","Gene copies/L","qPCR",7.8,13766490,63500,"IDT","DNA-plasm","07:10","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-10 10:00:00,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53548",NA,"44355.298611111109","355660",22178.74,2
"Eau Claire",2021-06-08,"565891001",6.92,NA,20805,0.793,4.556207,NA,12,"24hr-FWCmp","filtMgCl2",1202,"Eau Claire","5.13","WI0023850",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,28242,5955,NA,"Gene copies/L",66000,140000,"N",3,NA,13368,8723,"Yes","Gene copies/L","qPCR",7.55,34267275,75000,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",18,2021-06-10 10:00:00,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54703",NA,"44355.291666666664","355660",19430.36,2
"Whitewater",2021-06-08,"565893001",1.081,NA,NA,6.618,4.556207,NA,3.65,"24hr-FWCmp","filtMgCl2",1140,"Walworth",NA,"WI0020001",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,NA,-1,NA,"Gene copies/L",66000,140000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",7.8,9933944,14000,"IDT","DNA-plasm","06:50","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-10 10:00:00,NA,NA,"53190",NA,"44355.284722222219","355660",NA,0
"BlackRiverFallsWWTP",2021-06-08,"565895001",0.49,NA,5805,5.339,4.556207,NA,1.5,"24hr-FWCmp","filtMgCl2",670,"Jackson",NA,"WI0021954",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,NA,-1,NA,"Gene copies/L",66000,140000,"N",3,NA,11610,7654,"Yes","Gene copies/L","qPCR",7.09,20271656,5200,"IDT","DNA-plasm","08:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-10 10:00:00,NA,NA,"54615",NA,"44355.333333333336","355660",11610,1
"Stevens Point",2021-06-08,"565896001",2.41,NA,2059,1.612,4.556207,NA,4.55,"24hr-FWCmp","filtMgCl2",1458,"Portage",NA,"WI0029572",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,NA,-1,NA,"Gene copies/L",66000,140000,"N",3,NA,4119,-1,"Yes","Gene copies/L","qPCR",7.33,29092014,27000,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-10 10:00:00,NA,NA,"54481",NA,"44355.291666666664","355660",4119,1
"Clintonville",2021-06-08,"565897001",0.509,NA,22713,3.051,4.556207,NA,0.679,"24hr-FWCmp","filtMgCl2",1495,"Waupaca",NA,"WI0021466",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,20770,14716,NA,"Gene copies/L",66000,140000,"N",3,NA,24656,17841,"Yes","Gene copies/L","qPCR",7,14936814,4455,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-10 10:00:00,NA,NA,"54929",NA,"44355.291666666664","355660",22629.74,2
"Mauston",2021-06-08,"565898001",0.377,NA,1299,6.898,4.556207,NA,1.1,"24hr-FWCmp","filtMgCl2",782,"Juneau",NA,"WI0024635",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,NA,-1,NA,"Gene copies/L",66000,140000,"N",3,NA,2597,-1,"Yes","Gene copies/L","qPCR",7.87,4032843,4500,"IDT","DNA-plasm","08:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-10 10:00:00,NA,NA,"53948",NA,"44355.333333333336","355660",2597,1
"Columbus",2021-06-08,"565901001",0.849,NA,3137,1.734,4.556207,NA,1.165,"24hr-FWCmp","filtMgCl2",1325,"Columbia","3.34","WI0021008",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,NA,-1,NA,"Gene copies/L",66000,140000,"N",3,NA,6274,-1,"Yes","Gene copies/L","qPCR",7.5,14403469,7000,"IDT","DNA-plasm","07:30","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",16,2021-06-10 10:00:00,NA,NA,"53925",NA,"44355.3125","355660",6274,1
"Hudson",2021-06-08,"565909001",1.545,NA,9413,2.77,4.556207,NA,2.2,"24hr-FWCmp","filtMgCl2",1146,"Saint Croix","6.49","WI0024279",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,4323,-1,NA,"Gene copies/L",66000,140000,"N",3,NA,14503,5639,"Yes","Gene copies/L","qPCR",7.75,12405642,19680,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",22.2,2021-06-10 10:00:00,NA,NA,"54016",NA,"44355.291666666664","355660",7918.11,2
"River Falls",2021-06-08,"565910001",1.377,NA,NA,2.967,4.556207,NA,1.8,"24hr-FWCmp","filtMgCl2",630,"Pierce","4.47","WI0029394",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,NA,-1,NA,"Gene copies/L",66000,140000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",7.28,13980808,16000,"IDT","DNA-plasm","00:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",9.4,2021-06-10 10:00:00,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54022",NA,"44355","355660",NA,0
"Red Cliff",2021-06-08,"565914001",0.0593,NA,NA,1.861,4.556207,NA,0.22,"24hr-FWCmp","filtMgCl2",492,"Bayfield",NA,"WI0049727",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,NA,-1,NA,"Gene copies/L",66000,140000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",7.5,4574330,1900,"IDT","DNA-plasm","11:15","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-10 10:00:00,NA,NA,"54814",NA,"44355.46875","355660",NA,0
"La Crosse",2021-06-08,"565926001",10.21,NA,NA,2.457,4.556207,NA,20,"24hr-FWCmp","filtMgCl2",1858,"La Crosse",NA,"WI0029581",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,NA,-1,NA,"Gene copies/L",66000,140000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",7.5,22551960,85000,"IDT","DNA-plasm","07:15","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-10 10:00:00,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54601",NA,"44355.302083333336","355660",NA,0
"Appleton",2021-06-08,"565928001",8.9,NA,NA,0.113,4.556207,NA,15.5,"24hr-FWCmp","filtMgCl2",1226,"Outagamie",NA,"WI0023221",0.625,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,NA,-1,NA,"Gene copies/L",1e+05,220000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",7,18379442,74832,"IDT","DNA-plasm","00:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-17 10:00:00,NA,NA,"54914",NA,"44355","355660",NA,0
"Monroe",2021-06-08,"565930001",1.838,NA,NA,0.024,4.556207,NA,3.7,"24hr-FWCmp","filtMgCl2",487,"Green",NA,"WI0020362",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,NA,-1,NA,"Gene copies/L",66000,140000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",8.28,20730904,10800,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-10 10:00:00,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53566",NA,"44355.291666666664","355660",NA,0
"Plymouth",2021-06-08,"565932001",1.679,NA,49943,0.613,4.556207,NA,1.8,"24hr-FWCmp","filtMgCl2",1307,"Sheboygan",NA,"WI0030031",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,56686,6674,NA,"Gene copies/L",66000,140000,"N",3,NA,43200,11826,"Yes","Gene copies/L","qPCR",8.1,18699507,9000,"IDT","DNA-plasm","07:40","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-10 10:00:00,NA,NA,"53073",NA,"44355.319444444445","355660",49485.71,2
"Viroqua",2021-06-08,"565942001",0.281,NA,NA,0.195,4.556207,NA,0.535,"24hr-FWCmp","filtMgCl2",856,"Vernon",NA,"WI0021920",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,NA,-1,NA,"Gene copies/L",66000,140000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",8.02,14785016,4335,"IDT","DNA-plasm","08:53","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-10 10:00:00,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54665",NA,"44355.370138888888","355660",NA,0
"Lodi",2021-06-08,"565944001",0.294,NA,NA,5.364,4.556207,NA,0.542,"24hr-FWCmp","filtMgCl2",1371,"Columbia",NA,"WI0022918",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,NA,-1,NA,"Gene copies/L",66000,140000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",7,14499472,3100,"IDT","DNA-plasm","06:30","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-10 10:00:00,NA,NA,"53555",NA,"44355.270833333336","355660",NA,0
"Wausau",2021-06-08,"565952001",4.58,NA,15329,0.829,4.556207,NA,8.2,"24hr-FWCmp","filtMgCl2",1156,"Marathon",NA,"WI0025739",0.625,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,11122,3618,NA,"Gene copies/L",1e+05,220000,"N",3,NA,19536,2599,"Yes","Gene copies/L","qPCR",7.5,34734878,NA,"IDT","DNA-plasm","08:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-10 10:00:00,NA,NA,"54401",NA,"44355.333333333336","355660",14740.4,2
"Wolf",2021-06-08,"565954001",1.71,NA,63070,3.305,4.556207,NA,2.63,"24hr-FWCmp","filtMgCl2",915,"Shawano",NA,"WI0028452",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,67116,2135,NA,"Gene copies/L",66000,140000,"N",3,NA,59024,9097,"Yes","Gene copies/L","qPCR",7.4,19161211,18000,"IDT","DNA-plasm","07:26","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-10 10:00:00,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54166",NA,"44355.30972222222","355660",62940.09,2
"Portage",2021-06-08,"565960001",1.641,NA,NA,3.708,4.556207,NA,2.102,"24hr-FWCmp","filtMgCl2",1427,"Columbia","7.04","WI0020427",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,NA,-1,NA,"Gene copies/L",66000,140000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",8.1,71618861,10693,"IDT","DNA-plasm","07:15","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",16.67,2021-06-10 10:00:00,NA,NA,"53901",NA,"44355.302083333336","355660",NA,0
"New Richmond",2021-06-08,"565962001",0.669,NA,5222,1.804,4.556207,NA,0.98,"24hr-FWCmp","filtMgCl2",NA,"Saint Croix",NA,"WI0021245",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,5245,-1,NA,"Gene copies/L",66000,140000,"N",3,NA,5199,2107,"Yes","Gene copies/L","qPCR",7.5,21692990,9167,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-10 10:00:00,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","54017",NA,"44355.291666666664","355660",5221.949,2
"Beloit",2021-06-09,"566193001",3.9932,NA,32602,5.088,4.556207,NA,11.3,"24hr-FWCmp","filtMgCl2",2768,"Rock",NA,"WI0023370",0.625,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,39128,1713,NA,"Gene copies/L",1e+05,220000,"N",3,NA,26076,13404,"Yes","Gene copies/L","qPCR",7.6,28543522,NA,"IDT","DNA-plasm","07:13","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",20,2021-06-14 10:00:00,NA,NA,"53511",NA,"44356.300694444442","355660",31942.16,2
"SpencerWWTF",2021-06-09,"566196001",2.2868,NA,47308,3.521,4.556207,NA,0.52,"24hr-FWCmp","filtMgCl2",1637,NA,NA,"WI0021521",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,50539,21732,NA,"Gene copies/L",66000,140000,"N",3,NA,44078,10661,"Yes","Gene copies/L","qPCR",7.89,9212466,2000,"IDT","DNA-plasm","08:02","influent",NA,"Influent (Untreated Waste H2O)","composite",NA,NA,2021-06-14 10:00:00,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.",NA,NA,"44356.334722222222","355660",47198.07,2
"Kenosha",2021-06-07,"566197001",16.939,NA,4583,4.647,4.556207,NA,28,"24hr-FWCmp","filtMgCl2",890,"Kenosha",NA,"WI0028703",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,9166,5677,NA,"Gene copies/L",66000,140000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",7,14190598,122000,"IDT","DNA-plasm","00:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-14 10:00:00,NA,"ICE CHUNKS ICE CHUNKS","53143",NA,"44354","355660",9166,1
"Madison",2021-06-09,"566200001",36.49,NA,309581,0.721,4.556207,NA,56,"24hr-FWCmp","filtMgCl2",1989,"Dane",NA,"WI0024597",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,248692,6961,NA,"Gene copies/L",66000,140000,"N",3,NA,370469,1412,"No","Gene copies/L","qPCR",7.59,30137056,380000,"IDT","DNA-plasm","00:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-14 10:00:00,NA,NA,"53713",NA,"44356","355660",303533.6,2
"Madison",2021-06-10,"566203001",36.74,NA,133883,2.476,4.556207,NA,56,"24hr-FWCmp","filtMgCl2",1986,"Dane",NA,"WI0024597",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,102900,8366,NA,"Gene copies/L",66000,140000,"N",3,NA,164867,23369,"No","Gene copies/L","qPCR",7.59,36892514,380000,"IDT","DNA-plasm","00:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-14 10:00:00,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53713",NA,"44357","355660",130249,2
"MMSD-P2",2021-06-10,"566207001",6.13,NA,214107,12.84,4.556207,NA,56,"24hr-FWCmp","filtMgCl2",1592,"Dane",NA,"WI0024597",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,185594,23857,NA,"Gene copies/L",66000,140000,"N",3,NA,242619,14719,"No","Gene copies/L","qPCR",7,31822984,380000,"IDT","DNA-plasm","00:00","upstream","P2-Central","Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-14 10:00:00,NA,NA,"53713",NA,"44357","355660",212199.5,2
"MMSD-P8",2021-06-10,"566212001",6.9,NA,NA,1.053,4.556207,NA,56,"24hr-FWCmp","filtMgCl2",2013,"Dane",NA,"WI0024597",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,NA,-1,NA,"Gene copies/L",66000,140000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",7,32064520,380000,"IDT","DNA-plasm","00:00","upstream","P8-West","Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-14 10:00:00,NA,NA,"53713",NA,"44357","355660",NA,0
"MMSD-P7",2021-06-10,"566216001",3.48,NA,NA,1.143,4.556207,NA,56,"24hr-FWCmp","filtMgCl2",2010,"Dane",NA,"WI0024597",1,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",40000,130000,"N",3,NA,NA,-1,NA,"Gene copies/L",66000,140000,"N",3,NA,NA,-1,"Yes","Gene copies/L","qPCR",7.5,19703886,380000,"IDT","DNA-plasm","00:00","upstream","P7-Southeast","Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-14 10:00:00,NA,NA,"53713",NA,"44357","355660",NA,0
"MMSD-P11",2021-06-10,"566224001",8.96,NA,63190,4.374,4.556207,NA,56,"24hr-FWCmp","filtMgCl2",1667,"Dane",NA,"WI0024597",0.625,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",64000,2e+05,"N",3,NA,61066,37085,NA,"Gene copies/L",1e+05,220000,"N",3,NA,65314,31705,"Yes","Gene copies/L","qPCR",7,31344975,380000,"IDT","DNA-plasm","00:00","upstream","P11-Southwest","Influent (Untreated Waste H2O)","composite","WI",NA,2021-06-14 10:00:00,NA,NA,"53713",NA,"44357","355660",63154.29,2
